15822,14207.790926645335
15823,19386.432265992735
15824,26426.907435592257
15825,12563.636947803434
15827,20154.56263472671
15828,14153.812169375606
15829,12177.672470985146
15830,15372.752240613907
15831,12786.174642190752
15832,15853.995204150384
15833,28783.337666454197
15834,12384.697942900511
15836,20259.721887111922
15838,16159.825549669493
15840,14174.513948452688
15841,19432.87701401396
15842,26502.97763831711
15843,12500.734514907159
15844,20141.65315664281
15845,16382.87745372162
15846,12714.995445930948
15847,15359.79110418107
15848,15887.323840691965
15849,12652.70512097762
15850,22021.878116869782
15851,12375.439988305629
15852,20169.427020427458
15853,13654.672465713003
15854,19640.87725338221
15855,16395.132571426344
15856,12431.901848259919
15857,22707.640283868583
15858,19297.607560230786
15859,26262.115843803324
15860,12513.695651339996
15861,14435.46062245581
15862,15280.121036316135
15863,14196.733039480408
15864,14265.628247807905
15865,21609.072158927287
15866,12492.649560606933
15867,13038.264426230158
15868,21966.330389300478
15869,15770.621954447495
15870,28705.51918950824
15871,12273.550829412972
15873,22408.923560907177
15874,21553.524431357982
15875,22629.873465271558
15876,19410.657922986236
15877,26217.677661747883
15878,16285.77749671451
15879,14228.59642942837
15880,14459.582962751443
15881,20564.84227389221
15882,22540.997101160672
15883,12463.075764252239
15884,15263.508376394278
15885,14161.501153670917
15887,12396.993765095525
15888,21984.846298490247
15889,28742.551007887774
15890,12827.589780978498
15891,20039.763997750153
15892,13636.104898174302
15893,21570.188749628775
15894,12515.687392973341
15895,21990.45272959611
15897,14420.647895103997
15898,12453.76615130842
15899,15789.189521986196
15900,12439.35987028476
15901,21581.298295142635
15902,22703.937102030628
15903,13707.65474512587
15904,18864.07699344555
15905,25861.965571908608
15906,12041.281675256248
15907,11877.103739356206
15908,20147.311246097608
15909,13237.80621719856
15910,16132.05168588484
15912,14067.0700168031
15913,19156.834992039614
15914,12500.874665621526
15915,28637.010325506097
15916,19949.03604272029
15918,22553.95823759351
15919,12366.741378116512
15920,15178.283535772413
15921,25837.894889961906
15922,11996.843493200806
15923,13173.000535034373
15924,14260.176791748843
15925,16063.5428218827
15926,12130.349848430436
15927,21501.374435241574
15928,15340.846227849146
15929,13645.607479776756
15930,14072.624789560032
15932,14333.62312191209
15933,16321.068934667275
15934,12413.031151090932
15935,15322.759285801534
15936,28653.67464377689
15937,12255.086578572138
15939,12478.515423879438
15940,19659.981225964177
15941,14180.455065534974
15942,15206.342344937359
15943,15098.665126256412
15944,15826.221340365732
15945,21725.877361869625
15947,22642.88626005333
15949,19127.209537335988
15950,26162.129934178578
15951,12389.77921048292
15952,21777.46811556485
15953,12197.635601734924
15954,13408.35921514016
15955,16226.63779779946
15957,14126.475901257161
15958,12339.64610495618
15959,15805.957156954855
15960,28587.06902904266
15961,12095.798101191202
15962,19587.232775080814
15963,14318.810394560274
15964,21548.021316949988
15965,15248.64399069353
15966,18932.79249084343
15967,25991.783569632717
15968,12841.980661504726
15969,21629.34084204671
15970,19270.250617055488
15971,13310.224896434393
15972,16050.736660496666
15973,24229.24286211867
15974,12090.854331188973
16239,6147.590119051731
16240,4929.129833401314
16241,4379.579337743073
16243,5111.770696160223
16244,3671.0765649359546
16246,4882.178421887871
16247,5692.496566781432
16248,6156.116706016395
16249,9415.568504308389
16252,4870.7780164763335
16253,6307.740453365353
16255,6117.709334706542
16256,7274.749349607316
16257,12420.079179625538
16258,5212.083837501303
16259,6773.496443806678
16260,6534.099545232328
16261,6092.094049831361
16262,4901.4076279655965
16264,2975.543879888801
16265,4357.360246715352
16266,5032.100628295288
16267,3367.2090208280297
16268,5525.212095329
16269,5583.202558468507
16270,6014.880020079127
16271,9309.97616357778
16272,4460.617997533371
16273,15313.88499679318
16274,6324.456429985078
16275,6780.462099995265
16276,6139.928425734264
16277,7343.258213609456
16278,3437.621134098081
16279,12164.352999411007
16280,4856.256149022196
16281,6139.452387745605
16282,12681.051793573362
16283,5988.353300019729
16284,4288.851382713212
16285,6497.402763483404
16286,6134.373652977334
16287,5517.805731653094
16288,5034.279450930599
16289,5498.0293761955745
16290,5963.035474347778
16291,4985.810855320869
16292,9347.059640306248
16293,4448.2898279258825
16294,12686.606566330294
16295,4330.954974856064
16296,4721.648333778048
16297,14928.495793901342
16298,5181.9381058472245
16299,4910.003944021457
16300,7490.13800545271
16301,5603.620202670547
16302,6065.388750986534
16303,3402.440906637521
16304,11856.782273465127
16305,4814.382854773688
16306,4033.2235119814814
16307,5097.285200524742
16308,6007.627749444313
16309,7015.820780101052
16310,6456.667763265914
16312,4926.559945913612
16313,7641.622643309388
16315,9337.801685711363
16316,5075.068868621907
16317,6030.939891156195
16318,3894.3541930582232
16319,5050.995427550324
16320,15182.42204154583
16321,4782.244170612059
16323,5483.2166488437615
16324,6384.120680795209
16325,9256.331685276387
16326,11740.13204556959
16327,12682.90338449234
16328,4288.368383719599
16329,4834.6986965335
16330,4316.6252464978625
16332,6515.918672673171
16333,5940.816383320056
16334,6036.187675922631
16336,7232.059441772983
16337,3035.5676129354506
16338,5997.611254614612
16339,4033.2235119814814
16340,4987.9896779561805
16341,4756.2702393974505
16342,6083.542977122361
16343,7084.329644103193
16345,5900.081383102568
16346,6482.203341152043
16347,9380.336618498895
16348,12097.64406797891
16349,4360.632087908627
16350,5635.205873718674
16351,5134.317018904278
16353,4837.791898181362
16354,6521.525103779036
16355,6375.287105840049
16356,3261.668338446354
16357,12166.256248678917
16358,2046.542750955512
16359,4214.366170747986
16360,7091.144800439588
16361,5919.844436017589
16363,4790.260514478057
16364,4023.9655573865984
16365,15124.971064708614
